protocolo,data_evento,data_registro,ano,municipio,cod_ibge,bacia,cobrade,tipo,status,mortos,feridos,desabrigados,desalojados,desaparecidos,danos_humanos_total,outros_afetados,casas_danificadas,casas_destruidas,danos_materiais_rs,prejuizos_rs
SC-F-4201257-12200-20240228,2024-02-28,2024-02-29,2024,Apiúna,4201257,acu,12200,Enxurrada,Registro,0,0,0,4,0,4,0,0,0,0.0,0.0
SC-F-4215109-13214-20240229,2024-02-29,2024-03-01,2024,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4201703-13214-20240304,2024-03-04,2024-03-05,2024,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202701-13214-20240414,2024-04-14,2024-04-15,2024,Botuverá,4202701,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,49400.38
SC-F-4202909-13214-20240414,2024-04-14,2024-04-15,2024,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,3044,7,0,0.0,0.0
SC-F-4209904-13214-20240515,2024-05-15,2024-05-20,2024,Lontras,4209904,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4201257-13214-20240518,2024-05-18,2024-05-20,2024,Apiúna,4201257,acu,13214,Chuvas intensas,Registro,0,0,0,5,0,5,20,2,0,0.0,0.0
SC-F-4201703-13214-20240518,2024-05-18,2024-05-19,2024,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4202701-13214-20240518,2024-05-18,2024-05-22,2024,Botuverá,4202701,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,1,0,296402.26,0.0
SC-F-4202404-12100-20240519,2024-05-19,2024-08-20,2024,Blumenau,4202404,acu,12100,Inundação,Registro,0,0,4,350,0,354,10000,1,0,34580.26,0.0
SC-F-4202909-13214-20240519,2024-05-19,2024-05-19,2024,Brusque,4202909,mirim,13214,Chuvas intensas,Reconhecido,0,0,0,123,0,123,14364,51,0,3229704.92,1096692.5
SC-F-4207502-13214-20240519,2024-05-19,2024-05-27,2024,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4214805-13214-20240519,2024-05-19,2024-05-19,2024,Rio do Sul,4214805,acu,13214,Chuvas intensas,Reconhecido,0,0,483,2712,0,3195,0,1101,0,1191537.07,59460317.96
SC-F-4215109-13214-20240519,2024-05-19,2024-05-21,2024,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4217808-13214-20240519,2024-05-19,2024-05-22,2024,Taió,4217808,acu,13214,Chuvas intensas,Registro,0,0,35,25,0,60,0,9,0,0.0,0.0
SC-F-4208500-13214-20240707,2024-07-07,2024-07-16,2024,Ituporanga,4208500,acu,13214,Chuvas intensas,Registro,0,0,0,16,0,16,0,0,2,355682.71,0.0
SC-F-4214805-13214-20240708,2024-07-08,2024-07-08,2024,Rio do Sul,4214805,acu,13214,Chuvas intensas,Registro,0,0,255,195,0,450,0,0,0,0.0,0.0
SC-F-4208203-13214-20241010,2024-10-10,2024-10-11,2024,Itajaí,4208203,ambos,13214,Chuvas intensas,Registro,0,0,0,0,0,0,20,1,0,1284.41,0.0
SC-F-4202909-13214-20250116,2025-01-16,2025-01-16,2025,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4205902-13214-20250116,2025-01-16,2025-01-16,2025,Gaspar,4205902,acu,13214,Chuvas intensas,Reconhecido,0,0,0,77,0,77,2456,27,0,2009882.35,1490903.68
SC-F-4208203-13214-20250116,2025-01-16,2025-01-17,2025,Itajaí,4208203,ambos,13214,Chuvas intensas,Registro,0,0,0,12,0,12,196,36,0,0.0,0.0
SC-F-4207106-13214-20250117,2025-01-17,2025-01-24,2025,Ilhota,4207106,acu,13214,Chuvas intensas,Reconhecido,0,0,0,75,0,75,100,2,0,324628.0,1844021.47
SC-F-4215109-12200-20250117,2025-01-17,2025-01-21,2025,Rodeio,4215109,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,208,0,0,0.0,0.0
SC-F-4208500-12200-20250131,2025-01-31,2025-02-05,2025,Ituporanga,4208500,acu,12200,Enxurrada,Registro,0,0,0,9,0,9,0,30,0,0.0,0.0
SC-F-4202404-13214-20250213,2025-02-13,2025-02-18,2025,Blumenau,4202404,acu,13214,Chuvas intensas,Reconhecido,1,0,0,96,0,97,200000,90,0,1504366.64,411034.28
SC-F-4213203-13214-20250213,2025-02-13,2025-02-14,2025,Pomerode,4213203,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,4620.0,0.0
SC-F-4202909-13214-20250216,2025-02-16,2025-02-18,2025,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,9,6,0,15,8000,2,1,0.0,0.0
SC-F-4205902-12200-20250217,2025-02-17,2025-02-18,2025,Gaspar,4205902,acu,12200,Enxurrada,Registro,0,0,0,1,0,1,10688,1,0,6200.0,0.0
SC-F-4207502-13214-20250217,2025-02-17,2025-02-20,2025,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4208500-12200-20250217,2025-02-17,2025-02-18,2025,Ituporanga,4208500,acu,12200,Enxurrada,Registro,0,0,0,4,0,4,0,1,0,0.0,0.0
SC-F-4213203-13214-20250217,2025-02-17,2025-02-19,2025,Pomerode,4213203,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,1,0,35000.0,0.0
SC-F-4202909-13214-20250309,2025-03-09,2025-03-09,2025,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,4,0,4,4500,8,0,0.0,0.0
SC-F-4202909-13214-20250318,2025-03-18,2025-03-18,2025,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,9,0,9,74857,58,0,2968978.86,830531.78
SC-F-4202701-13214-20250623,2025-06-23,2025-06-24,2025,Botuverá,4202701,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,200,0,0,0.0,0.0
SC-F-4202404-13214-20250626,2025-06-26,2025-07-28,2025,Blumenau,4202404,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,3,0,170000.0,2000.0
SC-F-4202701-13214-20250626,2025-06-26,2025-06-27,2025,Botuverá,4202701,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,300,0,0,0.0,0.0
SC-F-4205902-13214-20250626,2025-06-26,2025-06-26,2025,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,2,0,2,2500,1,1,540000.0,0.0
SC-F-4207106-13214-20250626,2025-06-26,2025-07-17,2025,Ilhota,4207106,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,70885.36
SC-F-4205902-13214-20250922,2025-09-22,2025-09-22,2025,Gaspar,4205902,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,143,0,0,425000.0,0.0
SC-F-4207502-13214-20250923,2025-09-23,2025-10-03,2025,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4205902-12200-20251001,2025-10-01,2025-10-01,2025,Gaspar,4205902,acu,12200,Enxurrada,Registro,0,0,0,11,0,11,26,3,0,62500.0,0.0
SC-F-4207106-13214-20251125,2025-11-25,2025-12-01,2025,Ilhota,4207106,acu,13214,Chuvas intensas,Reconhecido,0,0,0,20,0,20,65,2,0,2277709.21,1221729.29
SC-F-4207502-13214-20251209,2025-12-09,2025-12-15,2025,Indaial,4207502,acu,13214,Chuvas intensas,Registro,0,0,1,0,0,1,0,0,1,0.0,0.0
SC-F-4215109-13214-20251209,2025-12-09,2025-12-10,2025,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,5,0,5,100,25,0,40000.0,12000.0
SC-F-4218202-12300-20251209,2025-12-09,2025-12-10,2025,Timbó,4218202,acu,12300,Alagamento,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4201703-13214-20251224,2025-12-24,2025-12-24,2025,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,7419,45,0,1000000.0,0.0
SC-F-4202404-13214-20251227,2025-12-27,2026-01-14,2025,Blumenau,4202404,acu,13214,Chuvas intensas,Registro,0,0,0,2,0,2,250000,25,1,1550000.0,470000.0
SC-F-4213203-13214-20251227,2025-12-27,2026-01-06,2025,Pomerode,4213203,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,36,12,0,475000.0,360000.0
SC-F-4201703-13214-20251229,2025-12-29,2025-12-30,2025,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,0,1,0,1000000.0,0.0
SC-F-4202206-13214-20251229,2025-12-29,2025-12-29,2025,Benedito Novo,4202206,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,930,0,0,75000.0,0.0
SC-F-4201703-13214-20251230,2025-12-30,2025-12-31,2025,Ascurra,4201703,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,257,0,0,0.0,0.0
SC-F-4202701-13214-20251230,2025-12-30,2025-12-31,2025,Botuverá,4202701,mirim,13214,Chuvas intensas,Registro,0,0,0,0,0,0,2072,6,0,3814220.0,3774220.0
SC-F-4202909-13214-20251230,2025-12-30,2025-12-31,2025,Brusque,4202909,mirim,13214,Chuvas intensas,Registro,0,0,0,103,0,103,10659,36,0,669465.59,186346.7
SC-F-4213203-13214-20251230,2025-12-30,2026-01-06,2025,Pomerode,4213203,acu,13214,Chuvas intensas,Registro,0,0,0,0,0,0,400,40,0,1240000.0,0.0
SC-F-4215109-13214-20251230,2025-12-30,2025-12-31,2025,Rodeio,4215109,acu,13214,Chuvas intensas,Registro,0,0,0,8,0,8,100,4,0,130000.0,0.0
SC-F-4218202-12200-20251230,2025-12-30,2025-12-31,2025,Timbó,4218202,acu,12200,Enxurrada,Registro,0,0,0,0,0,0,0,0,0,0.0,0.0
SC-F-4205902-13214-20251231,2025-12-31,2026-01-01,2025,Gaspar,4205902,acu,13214,Chuvas intensas,Reconhecido,0,0,0,64,0,64,28000,287,5,9069800.0,7034624.0
